Review,Rating
"I just finished watching the new Snow White movie, and unfortunately, it was a huge letdown. The story felt hollow and lacked the charm of the original. The acting was wooden, and the characters didn't feel believable or likable. The visuals and effects weren't enough to carry the film, and the changes to the classic tale didn't add anything meaningful-in fact, they took away from what made the story timeless. Overall, it felt like a soulless, poorly written remake. I wouldn't recommend it. It almost seems as though they should've exchanged roles Rachel Ziegler should've been the one playing the evil queen and Gal Gadot should've been Snow White.",2/10
"You know what's funny? A Minecraft Movie first teaser was hated so much, but then as time goes on and they release more finalized footages of the movie it got better review and overwhelmingly positive compare to the teaser. This movie since the very beginning from the announcement, teaser, trailer, and premiere doesn't get any better. Honestly what's even the point of remaking this anyway? If you want to remake it just reanimate it or something no need for all this CGI fake forest and dwarfs. Honestly this should be the final nail in the Coffin. No more live action remake, ts is one of if not the worst one. Gave 2 Stars to respect the animators for having to sit and Animate the dwarfs for probably A year.",2/10
"Disney have released (and I've watched) 2 Disney releases this year. I thought Lion King was brilliant, amazing CGI, good story and was engrossed the whole time.

Unfortunately Snow White tried to hard to be modern against a 1930s film. I felt Disney became obsessed about not offending people but ended up doing just that. The film didn't need to be this complicated. I suspect children might enjoy this (which is maybe Disneys aim) but adults I feel will see it as a failed attempt at telling us how we should think and what's right or wrong.

When CGI is done properly it looks great, but only the animals were needed for CGI in this film. The dwarfs (yes I'm calling those characters that!) could and should have been played by actors. The dwarfs reminded me of the elf's in Polar Express - creepy looking!",2/10
"I honestly do not get the bad press and hate for this film its was a great homage to the original, it was camp and fun and whimsical the musical numbers were funny and witty. I even thought the seven dwarfs were great and story gave the characters backstories & depth Dopey was a highlight! Also i think the way Rachel and Gal worded things to the press just rubbed people the wrong way but to be honest she was right it wasn't about Snow White falling for a prince or being helpless she grew as a woman and a Queen with the film i DO NOT understand people hate for this film. I think its more hate toward disney as a corporation then the actual film! Watch it and make your own minds up.",9/10
"Rachel's singing was EXCELLENT! Disneys ability to stay with the original story... ( well they changed it a lot ). ""Where the Good things Grow"", made me feel like, ehhh. Well... it didn't match this movie at all, or the theme. Evil queen roll? She is so so beautiful. HOWEVER, we all know she's a great actress, so if you talent is solid, then who's fault is it? Also that evil queen song was not the right song for her, or Disney for that matter. That song felt really off. There are a lot of moments the film doesn't connect. It's not one problem, or person. This was a freight train of politics. If you're a fan you may like it. But it's not the original at all. This is a totally fresh take. - let's talk about something really good though. The end of the film had a strong redeeming quality because of its message. That was in my opinion this film greatest asset.",6/10
"What has happened to Disney? This version of Snow White is soulless and lifeless. It's like 3 movie scripts were written and then cut together, none of which were good. The dwarfs look and sound horrible and don't get me started on the bandits. Whose idea was it to add those guys to the mix? Rachel L has a great voice but the songs she sings are dull. What a difference between the loving and caring depiction of the animated classic to this monstrosity. The normally reliable Gal Gadot phones in this performance. The shining star is probably the mirror on the wall. One of the worst movies I can remember.",2/10
No review found,2/10
No review found,3/10
"Rachel Zegler is one of the great up-and-coming (if not in some aspects ""already arrived"") song-and-dance-picture stars. Her casting as live-action Snow White is as savvy as Emma Watson's Belle in the similar Beauty and the Beast. Unfortunately, Zegler's talent and charm is about all Snow White has going for it, as it runs into all the same problems as so many of the Disney live-action remakes before it.

For a very basic overview, Snow White tells the iconic tale of the titular princess (Zegler) who is pursued by her evil Queen stepmother (Gal Gadot) and finds refuge both with the enigmatic Seven Dwarves and a rebel named Jonathan (Andrew Burnap).

Again: Zegler is a true standout here. The top moments of this movie are her reprising Whistle While You Work and contributing the original song Princess Problems. In those moments, one can understand why this project was greenlit-because they contain some charm.

Alas, Snow White suffers-like the long line of recent Disney animation remakes before it-from the ""why is this necessary?"" and the ""balance between new/old"" problems. The 1937 original ushered in Disney's reign of animation/musical dominance and this one obviously can't hold a candle to that in scope/spectre. So, director Marc Webb tries to infuse some new material-only to have it be an odd mix trying to weave it in with the classic bits.

Of course, Disney's own petty political panderings hurt this production too. Casting real actors as the Seven Dwarves would have made this a more fun/unique experience-but the Mouse House got rattled by a ridiculous ""dwarfism"" controversy and instead went with dwarf-animation. An asinine choice considering the '37 animation in that department is one of Disney's most iconic properties.

So, overall, I view 2025's Snow White as a great resume-builder for Rachel Zegler-and that's about it. This is a movie absolutely screaming to be liked (who doesn't enjoy a magical fairy tale?!) and only Zegler provides a few of those moments. But for the most part, it is uneven bits and bobs of old and new beats stitched together in Frankenstein-fashion.",4/10
No review found,1/10
"So boring. Honestly, I really wanted to like Snow White, but I found it kind of boring. The story just dragged for me, and I kept checking the time to see how much was left. I get that it's a classic, and the shots were good, but the pacing felt super slow, and the characters didn't really pull me in. I know it's meant to be a fairy tale, but compared to more modern movies, it just didn't hold my attention. Maybe it's more enjoyable for kids or hardcore Disney fans, but it just wasn't for me. My kids fell asleep and they were begging to leave early. I want to watch it again though maybe I missed something.",1/10
"Bad remake of such a great story. Acting was bland and boring and the story was subpar. I honestly didn't think it would be as bad as people were saying but boy was I wrong. There was a lot of horrible publicity surrounding this movie and the actor in it, I wish I could say that was the reason for the bad reviews everywhere but it's not. Everyone who was in the theater with me agreed that the movie was just a steaming pile of garbage. Disney really dropped the ball with this one and it really is a shame because my family and I were looking forward to this movie for quite some time. Hopefully Disney steps it up for their next take on a classic and uses this movie as a blueprint for what not to do.",1/10
"They make it looks like its an emancipation film, but then when the old king died and ""The Evil Queen"" rose, everything then went to turmoil real fast, make it make sense, and the musical? Cringe, Cringe. Weird, weird (even worse than Cats) the cast looks like prisoner of the script, some of the actor looks like they dont belong, and a realy weird movie and such a weird title to be remake into live action, the CGI is realy bad and i just dont get why people watch, is it because of nostalgia? Is it because of the cast? What is exactly it? I dont realy think disney think this one through and just let everyone burn money, yeah i guess every kingdom can fall eeh?",1/10
"This movie was entertaining and while some of the CGI was bad, a lot of it was awesome! The dwarves were a little off for me but the witch transitions were great! My teen sons liked it and they are very critical so I'm happy it was entertaining and fun to compare the original animated movie with them. I wasn't sure what to expect and was pleasantly surprised to be smiling and laughing at different times. The songs were cute and the symbolism was great. See it with your kids and loved ones and enjoy a night out. Costumes were great too! It's shocking to see such low numbers for this movie but to each their own. If you want a cute movie for the family, go see Snow White! Form your own opinion!",9/10
"3 out of 5 stars.

Snow White is a fair fantasy musical film based on the original animated film. There is some changes but the magic is missing in this one.

Pros: The plot is good. It's somewhat similar to the original with substituting Prince Charming for Jonathan. Which seemed a bit dull as a character.

Rachel Zegler did great as the role. Her performance and talent is growing and sweet. Gal Gadot as the evil queen was great.

The musical sequences are great. It does hit the high notes with a lot of heart.

Cons

The script felt a little underdeveloped with the characters. Jonathan who is supposed to be Snow Whites love interest was underdeveloped. Making his character dull. The evil queen another underdeveloped character that wastes the talent of Gal Gadot.

The visual effects were a bit of a miss. The dwarves looked like unfinished cgi work. Which was a sad thing. Cause those characters were supposed to be the lovable part of the film. And yet this film makes them forgettable.

Overall, it is an okay film with a great cast but the script is undeveloped in some areas making a lot of characters forgettable. And the visuals were a bit uneven. The musical sequences and casts were great with plenty of entertainment.",6/10
"In Snow White, the contrast between the performances of the main villain and the protagonist is striking. The Evil Queen's portrayal comes off as overly dramatic and lacks the nuance that could have made her a more compelling character. The acting feels forced, monotoned, and the villain often comes across as one-dimensional seemingly from acting alone lol which detracts from the overall tension and engagement of the story.

On the other hand, Snow White herself delivers a commendable performance. Zegler brings warmth and charm to the character, effectively embodying the innocence and kindness that define her. However, despite her strong acting, the script fails to provide her with meaningful dialogue or character development. This mismatch leaves her character feeling underwritten and limits the potential impact of her performance. Overall, while the protagonist shines through her acting, it's unfortunate that the script doesn't do justice to her talent.",1/10
No review found,1/10
"I really thought, If Gal Gadot is in the movie, it should be a good movie.....WRONG! Super boring, insipid story, nothing exciting, nothing new, nothing creative, they filled the emty spaces with a lot of songs that do not have much to do with the movie, there are scenes that have a lack of extras or actors (maybe they got bored too and went to their own houses), it have some special effects but nothing out of the ordinary at all, so little happened on the movie that for time to time i thought that it was made entirely with IA in stead of writters. My 7 year old fell sleep, my 14yo left the theater.",1/10
"In my opinion this movie was lacking the magic and passion characteristic of Disney. The dwarves are too strange looking. The scenery was too cliche and lacked originality.

As for the performances, they were nothing to write home about. The cast seemed uninspired, with no real chemistry or emotional depth. It was hard to feel invested in their journeys, and I found myself checking my watch more than once.

Overall, Snow White 2025 feels like a hollow reimagining that didn't capture the magic of the original. The movie had the potential to be something special, but instead, it just left me disappointed and bored. Definitely not worth the watch.",1/10
"This is by far one of the most mind numbing things I saw at a theater in a long time. This feels like one of those cash grabs that Disney made so they can pray that their company will actually succeed. The dialogue was dull the story was boring and had the most basic plot I have ever witnessed for a movie. This isn't really a surprise to me but it happened to be a musical. And they also happened to sing every 5 minutes! I think they should have just called the movie ""Snow white the musical"". Another side note is the fact that the dwarfs looked like they were on steroids or something💀 although it sucked it wasn't as bad as the newer princess movies Disney has made.",2/10
"Disney failed epically with this one. The CGI dwarves were horribly done and took jobs from little people, the costumes looked like they came from the clearance shelf at a Party City, and the whole thing was unnecessary in the first place.

The magic mirror in itself was a travesty, and not even Gal Gadot could save the evil queen's character, which is saying something.

The plot dove off a cliff compared to the original, and it felt less Disney magic and more random movie in the gutters of Tubi.

The only positive thing I have to say is that Rachel Zegler has a beautiful voice.

If I could give this movie less than one star, I definitely would. Rooting for the apple. 1/10.",1/10
No review found,1/10
"I'm not understanding all the hate on this movie. It has some really beautiful scenes and Rachel Zegler did a fantastic job. It definitely doesn't deserve a 2. Visually it was way above that.

All of the really important scenes such as the dwarves heigh ho and the poison apple were included and done well.

I don't agree that the dwarves were creepy. I thought they were alright and dopey was cute. The queen could have been cast better, I wasn't a huge fan of her singing in particular. Overall I think it is way better than everyone on here is saying and as an adult I liked it so I think the kids will love this one!",8/10
"Who thought having this woman play a part in this movie was a good idea.

Disney's decision to cast Gal Gadot as the Evil Queen in the Snow White remake is a complete misstep. The role demands a truly commanding and sinister presence-someone who can embody the Queen's ruthless obsession with beauty and power. Instead, they chose an actress whose performances often feel flat and unconvincing, lacking the depth needed for such an iconic villain.

The Evil Queen is supposed to be chilling, her mere presence sending shivers down the audience's spine. Yet, with this casting, it's hard to imagine anything other than a bland and uninspired portrayal. Her delivery lacks the dramatic weight necessary to make the Queen a truly memorable antagonist. This choice feels lazy, as if Disney simply prioritized star power over actually finding someone who fits the role.

On top of that, her voice alone is a huge issue. The Evil Queen's voice should be commanding and filled with authority, yet here, it will likely feel weak and unthreatening. This role deserved someone with theatrical gravitas, not someone who struggles to bring depth to their performances. Ultimately, this casting decision is yet another sign that Disney is more interested in stunt casting than staying true to what makes Snow White a classic.",1/10
"It's the worst thing I watch in my entire life I hated everything in the movie, especially the actors They just Ruin my childhood the actor was so bad And the story was so terrible Disney really ruin Snow White. I don't know what they thinking when they made this movie It's worse than you can watch. I don't recommend it. It's bad really really really badd Worse than you can ever think It's waste of time and money and Worse than worse thing who ever watched in your entire life 0 of 10 Nothing good about that movie I hated Every second That watching that movie, it's garbage Worst worset than garbage.",1/10
"1 out of 10, would say .5 a star but they wont let me choose that. Why was this a Disney Channel original movie and not given the respect, treatment and love as a adaptation of the the original disney princess like us the audience and like Walt Disney needed???? I am very pleased with Gal Gadot as the evil queen but her over the top queen that was giving a lot of camp and drama could not save the disaster this movie was. Rachel can sing but Snow White is soft, romantic and a touch of opera when she sings, not this loud in your face belt and harsh pronunciation of every word in every song. This was not giving the same power that Jasmine had in her song Speechless, wrong choice of how to empower through song. Slow and steady wins the race and disney needed more time and to listen to us all !!!!!!!!! I would like to apologize to Walt Disney and the creative minds that went into creating the 1937 Snow White film, for this was not the treatment you nor I deserved in this movie.",1/10
"This has to be the worst movie of all time, it was BAD BAD. And not in a good way like Sharknado or the Minecraft movie will be. Every single second was cringe and terrible. I would Rather be chained to the bottom of a port-a-potty for a week than to ever sit through this disaster again. I'm honestly speechless the people at Disney watched it and said, ""yeah this is ready for the public"". You would have to be both blind and deaf to even consider rating this anything more than 1 star, and even then I don't think anyone would. Don't bring your children or loved ones in the vicinity of a Movie theatre until this one is out of theatres, or else they might get sick.",1/10
"This movie was way too modernized and really just took the character and fun out of the original movie. With the amount of CGI in this movie, mixing the not so good acting made this movie very much unbearable to watch. I did slightly enjoy the music from the movie, but again it did not meet my expectations and view were experience. I was expecting to see walking into this movie. Maybe I am just a picky movie watcher, but I did not enjoy this movie. If you would like to go see it you can but I do not recommend it. I did not enjoy watching this movie whatsoever and would not recommend going to see it.",1/10
"Rachel Zegler: A Miscast Lead Rachel Zegler, who takes on the iconic role of Snow White, delivers a performance that feels stiff and uninspired. While she undeniably has a strong singing voice, her acting lacks the warmth and charm that made the animated Snow White so beloved. Her line delivery often comes off as forced, and she struggles to bring emotional depth to the character. Instead of exuding the innocence and kindness associated with Snow White, her portrayal feels distant Characters and Relationships: The absence of the traditional prince is replaced by a bland ""bandit guy,"" whose chemistry with Snow White is nonexistent. Their interactions feel awkward and forced, with Snow White repeatedly saving him in scenes that come off as more ridiculous than empowering. Her portrayal as a leader often feels entitled rather than inspiring, especially when the chemistry is forced and lifeless. It's a far cry from the kindness and grace that define the Snow White we know and love.",1/10
"This film is a textbook example of how NOT to do a remake. It takes everything that made the original beloved and replaces it with a lifeless, uninspired mess.

First, let's talk about the lead performance-bland, emotionless, and utterly forgettable. The actress playing Snow White lacks the charm, warmth, and charisma needed for the role. Instead of a strong and endearing heroine, we get a character who feels detached from the world around her.

The CGI? A nightmare. The creatures and backgrounds look artificial, like something from a cheap video game. The dwarfs (or lack thereof) are a complete misfire, removing one of the most iconic elements of the original. Instead, we get a bizarre, soulless attempt at modernizing the story that just falls flat.

And let's not forget the script-awkward, preachy, and devoid of any real heart. Instead of capturing the whimsy and timelessness of the original, the movie hammers audiences with heavy-handed messaging that feels more like a lecture than a fairy tale. The villain? Uninspired. The songs? Unmemorable. The pacing? An absolute slog.

Disney has officially lost its magic with this one. If you loved the original Snow White and the Seven Dwarfs, do yourself a favor-skip this soulless cash grab and rewatch the classic instead.

Rating:1/5 stars (and that's being generous)",1/10
"They say it's a ""remake"" of the animation, but it's basically just an entirely new story at this point. If I could rate it lower, I would. Disney needs to do better; I fear that they have reached their absolute downfall. Just a note for Disney, it's completely fine to embrace romance and femininity. I'm tired of all the remakes with the lack of actual FAIRYTALE elements. This new generation of children have it the worst, the only enjoyment they will have from Disney films will be old gems. I hope this movie will be an eye opener and result in better movies and production. There's so many negatives I have to point out about this movie and many others, honestly just Disney now as a whole, but I can't voice that all in this review. Do better.",1/10
"The OG Snow White, @disney 's first feature animation is one of my all time favourite's, it was a go to as a child and went into the VHS player way too many times to count.

I'm going to be honest, I was sceptical going into it, unsure of what they might have changed or added, but they have expanded the world of Snow White perfectly, will bringing it into the modern era of film and story telling, while keeping the classic old Hollywood charm, it's absolutely wonderful!

Although I would have loved to see live action little people, the CGI Angry, Happy, Sleepy, Sneezy, Bashful, Dopey and Doc are just as charming and adorable as the original, I was worried they would have an uncanny valley creepiness but they don't at all! As soon as I saw Dopey, I was won over!

The new music is fab and intertwines perfectly with the classic tunes you know and love (I can see this now as a great stage musical) plus the sets, the costumes, the animals and the world that's been created is so so well done! If you love Snow White you will love this adaptation!",9/10
"Horrible film, 0 stars, who casted Rachel Zegler, they should be fired. Story line changed from original story, fake dwarfs and everything is is just a mess.they need to redo this movie and keep the original story line as intended from the original story, there was nothing wrong with the original story line to change it and biggest fail is Rachel, doesn't look nothing like Snow White at all and her personality just does not fit the character in the story, again I wish I could give a 0 but that is not an option, save your time and money and don't waste it watching this horrible film, do your self a favor.",1/10
"Storyline, direction and casting all came together to form this weak film.

Especially Gal Gagot, she is hated in real life as well as for her acting. She has a commanding presence on screen, but her acting often lacks depth and emotional authenticity. Her performances frequently feel rigid, with a monotone delivery that makes it difficult to engage with her characters. While she handles action scenes well, her portrayal of complex emotions tends to be unconvincing, leaving dramatic moments feeling hollow. In roles that demand a greater range of expression, her limited versatility becomes evident, making her performances less impactful than they could be.",1/10
"I'm just wondering if anyone looked at the script or the whole movie when it was finished and said ""damn it can't get any worse than this"".

The performances feel forced, and the dialogue is painfully awkward. The movie tries so hard to be different that it loses all charm and heart. The pacing drags, making it a struggle to stay engaged. The changes to the story feel unnecessary and only weaken the impact. Instead of honoring the original, it turns into a bland, forgettable mess that fails to capture any magic or emotion. It's disappointing from start to finish. It's hard to sit through that kind of film.",1/10
"This film should not be allowed to call itself a remake as the entire plot of the movie was different than the original, and not in a good way. This is supposed to be a love story. It was anything but that. I got so bored during it that I wasn't paying much attention to the end but pretty sure Snow White ended the movie the same way it started, being single. This movie was popular for having a happy ending so why did they decide to get rid of that? The CHI wasn't what it could have been. I'm all for using CGI when it is necessary but making 3 of the most loved and popular characters in the film CGI isn't it. This isn't Godzilla. I'm all for inclusion if you can make it work but why did Snow White look like the prince from Shrek?",1/10
"Disney's live-action remake of ""Snow White"" has been met with widespread criticism, with many labeling it a significant misstep for the studio. Critics have pointed to a muddled storyline, lackluster performances, and controversial deviations from the original 1937 animated classic. Peter Bradshaw of The Guardian described the film as ""exhaustingly awful,"" criticizing its ""tiresome pseudo-progressive additions"" and calling the performances of Rachel Zegler (Snow White) and Gal Gadot (the Evil Queen) ""the dullest of their lives."" The film's visual choices have also been a point of contention. The use of photorealistic CGI for the seven dwarfs and woodland creatures has been described as unsettling, with some viewers referring to them as ""nightmare fuel.",1/10
"Disgusting movie.wrost actress, wrost wrost worst. Disney's Snow White (2025) is a dull, unnecessary remake that strips away the magic of the original. Rachel Zegler's Snow White feels bland, the seven dwarfs are lifeless CGI, and the story changes add nothing of value. Even Gal Gadot's Evil Queen can't save it.

With weak visuals, forgettable new songs, and a soulless script, this film fails to justify its existence. Some classics are better left untouched. Overall, this Snow White remake is an unnecessary and hollow rehash that fails to justify its existence. Instead of recapturing the magic of the original, it serves as proof that some classics should be left untouched.",1/10
"I feel really bad for the great actors that ended up being in this flop of a movie. And for the up and coming or lesser known actors that were in this movie, it very well be a career ender for them. If Disney needs fresh ideas, then how about hold some focus groups or something like that with regular people. We can give you plenty of new ideas so you quit making subpar remakes of movies that we hold very near and dear from our childhoods. And besides Cinderella, I think Snow White is the most overly remade movie ever. In both animated and live action form. Seriously Disney you have GOT to get it together!",1/10
"Everyone who saw the movie knows exactly what im talking about :/

If not for the god awfull cgi the actor games was also not on par , like gal gadot ofcourse did her thing but zagler just felt like an industry plant nickelodeon kad acting level actress , i coudnt bare to finish the whole movie so i left after watching it for 50 minutes, it was honestly wild how many people were leaving the cinema screening (not that there were that many on that day to begin with) id expect there to be atleast a half full auditorium on a saturday but it was about 20% full and about 10% by the time i decided to also leave, some woman was even asking the cinema back for her money XD.",1/10
"I watched Snow White (2025) at InOrbit's PVR Mx4D, and the experience was nothing short of transportive. The moment the story began to unfold, it wasn't just a cinematic journey-it was an emotional return to my first-grade days at Holy Name High School, Colaba, where fairy tales felt as real as the sea breeze outside our classroom windows.

Directed by Marc Webb and written by Erin Cressida Wilson, Greta Gerwig, and Dorothy Ann Blank, this live-action Disney adaptation stars Rachel Zegler as Snow White, Gal Gadot as the sinister yet mesmerizing Evil Queen, and Andrew Burnap in a supporting role. The film gives the 1937 animated classic a fresh, musical spin-with a Latina Snow White leading the way through a forest of magic, menace, and self-discovery.

Interestingly, as I watched the film in full Mx4D immersion, I couldn't shake off the feeling that I was watching a fusion of three classic fairy tales: Snow White, Sleeping Beauty, and Little Red Riding Hood. Perhaps it was the enchanted slumber, the dark and mysterious forest, or the deceptive appearances of danger wrapped in beauty-it all felt like a richly woven fairy-tale tapestry, where the innocence of youth meets the lurking shadows of fear and fate.

The visual effects were enchanting, the Mx4D effects-from the whooshing forest winds to the jolts of surprise-made every magical moment feel tangible. The performances were sincere, with Zegler bringing a quiet strength to Snow White, and Gal Gadot channeling icy elegance as the Evil Queen.

Though the film is tracking a modest box office opening ($45-55 million), it shines as a heartfelt reimagining that brings Disney's classic to a new generation-with fresh faces, diverse voices, and a modern undercurrent of empowerment.

In the end, it wasn't just a fantasy on screen-it was a mirror into the fairy tales that shaped our childhood imaginations, now retold with emotional depth and dazzling artistry.

Rating: 4/5 A magical, memory-laced journey that blends beloved fairy-tale traditions into a vibrant, emotional adventure. Best enjoyed with wonder-and in Mx4D, if you can!",8/10
"Took my granddaughter to see this opening weekend. Within 15 minutes we were leaving. I mean, she's six and even she knows this take on Snow White was this great big huge dumpster fire.. We wound up going home and watching the original movie on a DVD I purchased for her a few years back for Christmas.

When a six year old gets disgusted and wants to leave, you know you have laid the biggest bomb in Disney history. She's even having second thoughts about going to Disneyland this upcoming summer.

If I found out this thing was being shown on my flight to London next month, I'd still get up and walk out on it.",1/10
Horrible in all aspects What a waste of time It's one movie i wished i slept thru. I wish my kids were shown a better version . This was just bad all the way around . And the cast was mediocre at best It was a long time since i've suffered thru this type of torture The actress playing snow white was really bad She should think about another career what happened to the version where you and your kids could enjoy it as a family? I saw that the movie flopped opening weekend and i now know why! The others viewers at the show that i saw seemed basically all around disappointed too. If a refund was offered it still wouldn't make up for the lost time!,1/10
"Talk about ruining a classic. It's hard to believe that they would do such a lousy job when all they needed to do was a live action of the original. The original is a beloved classic that has been passed down for generations for a reason...because it's great! Why change anything? I truly don't get it, it's like Disney tries to find ways to lose money. If you guys wanted to make a difference movie then just make an original movie. The point of a live action remake is to bring the original movie to life....this really isn't that difficult to understand. When will shareholders finally have enough of current management? Do yourself a favor and just watch the original film.",1/10
"I did not enjoy this movie at all, the casting was terrible and Gal Gadot has never been a worthy actress of Hollywood, never mind putting her in a lead role to carry a lead character of such an iconic children's tale. Sorry Disney you got this one very wrong and I sat there willing for the movie to end. Additionally, my children didn't buy into the characters and storyline dragged out. The only saving grace of the movie was Rachel Zegler, whose sweet performance carried the movie to counter the bad acting of the Evil stepmother. Sadly, the plot is all over the place and there were too many styles layered over each other.. it's a No from me!",1/10
"For all the money poured into this film, you'd think it would at least look good. Instead, we're stuck with embarrassingly bad CGI that makes every scene feel fake and lifeless. The original classic is completely lost in this uninspired portrayal, stripped of its heart and magic.

The casting choice for Snow White was a major misstep-where is the warmth, the kindness, the charm? Instead of embodying the beloved character, the performance feels forced and detached. The music is forgettable, the acting uninspired, and the entire backdrop feels like a cheap green-screen disaster.

There's no wonder, no joy, and certainly no reason to revisit this mess. Disney needs to stop butchering their classics if they can't even capture the spirit of what made them beloved in the first place.",2/10
"Honestly, if it weren't for the bloated production budget and Gal Gadot looking like she just stepped out of a Vogue editorial, the 2025 Snow White remake would've felt right at home as a forgettable Disney+ exclusive. Visually polished but emotionally empty, the film lacks the charm, heart, and timeless storytelling that made the original iconic. At this point, you could probably use AI to stitch together a better version with clips from the 1937 classic and a dash of actual fairy tale magic. Disney needs to stop recycling old IPs into hollow shells and start actually imagining again - not filtering every story through a corporate-approved lens that strips away soul, risk, and wonder.",1/10
No review found,1/10
"This movie was charming, sweet and a absolute true children's fairy tale. Rachel Ziegler is the star of the show. Her voice is enchanting. I enjoyed gal Gadot as the evil queen , her costumes were breathtaking. Children will love this movie, which is exactly what it's for. Take your families, your children, your grandchildren. It's a simple classic tale. I think Disney did a good job paying respect to the original movie while adding their own music to this new version. Only thing I did not like were the bandit characters. Probably my top three Disney live action remakes now. I hope people will take their children and give this movie a chance. It doesn't deserve the hate. It's beyond ridiculous now.",8/10
"Such an unnecessary remake - not to mention they completely missed the vibe of the classic story. They claimed to follow the plot, but they really didn't. Rachel didn't do well in the role; her acting wasn't good. The only thing I can give her credit for is the singing. Gal Gadot, whom I actually really like, also gave a weak performance. I won't even comment on the dwarfs - in my opinion, if you're making a live action and have the chance, you should cast real people to play the roles. The CGI was bad. The prince isn't even a real prince, and what was that gang about? Half the movie was just filler with nothing happening. Overall, a big disappointment.",2/10
"I saw it for free, so thankfully I didn't have to spend funds. Don't spend funds to see this. It is not worth the film it's shot on. I will say Rachel has a very good singing voice. But the cast does not work in this. Gal is supposed to be jealous of Rachel?? Anyone with eyes knows thats just not a thing. Gal does a good job with the villain song, going a little over the top like you'd think a villain would. This is originally about 7 dwarves, that was the take away for most people from the original. Now the dwarves are animated horrible, but besides the 7 dwarves there's also 7 bandits who just come put of left field. They name one of the bandits like were supposed to know who that is and we dont. There was a 7yr old and she is really into snow white and other Disney right now, and two 9 yr Olds watching with me. There was also about a dozen other parents with kids in as well. There was literally 2 laughs through the whole film. Not 2 times when everyone laughed, 2 individual laughs through the whole theater through the whole film. All 3 kids wanted to use the bathroom about halfway through. Then they wanted to leave once we were done in the restrooms, but we went back and finished the film. All 3 said ""it was ok"". IT WAS NOT OK! It's too long, seems like about 45 mins longer than the original, which i see about 3 to 5xs a week at home right now thanks to my little one. This FELT alot longer than the original. This film drags, and feels very uneventful. Nothing was very memorable. I didn't enjoy it and neither did any of the kids. Don't waste your money. If you bring kids you'll probably be interacting with them more than watching the movie because they won't be captured by the film and theyll want to leave...",2/10
"Honestly the movie wasnt as bad as i thought it would be and i think Rachel Zegler did okay. However... gal gadot.. she cant act for anything and her expressions always ruin it for me... 1/10. I wish they didnt include her in this movie and she was point blank, the worst thing in this movie and everytime she appeared on screen i wanted to skip forward and not see her at all. Awful awful.

Overall, I wish the movie was more magical and a little more whimsy like and im still upset about the cgi use of dwarves. Totally let down on that part and I really was expecting a lot of magical elements but oh well.",1/10
"Snow White (2025) - A Disappointing Retelling with a Weak Villain

Disney's Snow White promised to bring a fresh take on the beloved classic, but unfortunately, it falls flat-especially due to Gal Gadot's uninspired performance as the Evil Queen.

Gadot's portrayal lacks the depth, menace, and charisma needed to bring this iconic villain to life. Instead of exuding the chilling, regal presence of the original Evil Queen, she delivers stiff line readings and an almost cartoonish overperformance. Her attempt at villainy feels forced rather than natural, making it hard to take her seriously as a threat. It's as if she's simply reciting lines rather than truly embodying the role.

The rest of the film doesn't fare much better. The modernized changes to the story feel unnecessary and fail to capture the magic that made Snow White a timeless tale. The visuals are impressive, but all the CGI in the world can't make up for weak storytelling and lackluster acting.

Ultimately, Snow White is a missed opportunity. With stronger casting choices-especially for the villain-it might have had a chance. But as it stands, it's yet another disappointing live-action remake that proves not every classic needs to be retold.",1/10
"The entirety of the movie is blend and with no life. The acting, especially of Gal Gadot is unalive and not matching the character and it's visuals. The songs are forgettable and boring. The CGI quality is acceptable but the integration with the actors is bad and takes you out of the univers the movie tries to put you in. The only good part about the movie it is the set and costume design. In conclusion the movie is bad and boring all the new plot is generic. If you want to watch it you would be better rewatching the original. At least I could laugh a little bit with the terrible acting in the movie.",2/10
"Disney's live-action remake of *Snow White* stumbles down a well-trodden path that feels more like a cash grab than a creative endeavor. While the original's charm lay in its timeless simplicity, this remake attempts to modernize but lacks the heart and magic of its predecessor. The visual effects fail to impress, and the casting choices, though talented, struggle to bring depth to the rehashed script. Disney's obsession with reimagining classics in live-action dilutes their legacy and begs the question: Why not focus on bold, original storytelling instead of recycling past glories?

Please stop with the live action remakes.",1/10
"After being determined to totally disregard all the pre-reviews and reporting and focus on the final product, we were very disappointed.

This movie in no way holds up any of the standards Disney has committed to in the past.

This does not even begin to resemble a true Disney film from this era or the past. If it is the future of Disney then the entire studio is dead.

Storyline, acting, editing and even the lighting was inconsistent and distracting.

For the amount of time it took to get the picture made and edited, one would think there would have been plenty of time to focus group this production and make changes to make it somewhat entertaining.

Sitting through the entire production felt as if the producers were trying to make us like their new vision of filmmaking.

Afterwards discussed it and tried to decided it maybe it was the Wizard of Oz effect. Over the present audiences' head, and later a classic. In no way could this be true.

As HUGE Disney fans we will leave it as DISAPPOINTING.",1/10
"What an epic waste of time and ressources.

Was invited to see it, and was a bit hesitant because of all the ""noise"" about the movie. But OMG it was bad.

Only positive thing was that Zegler could carry a tune, but songs where dull and AI written it seems, devoid of any soul.

And as an afterthought, it is quite amazing that Disney would cast the least attractive woman in the movie as ""the fairest of them all"", but seems like they have gotten everything turned upside down in this very very very slow moving carcrash of a movie. The popcorn and cola was ok though, and not nearly as overpriced as the movie.",2/10
